WARNING  [INIT] : class_find_property(CLASS *oclass='diesel_dg', PROPERTYNAME name='phases': property is deprecated
[2025-06-09 20:16:35.507] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_68$measured_real_power dropped
[2025-06-09 20:16:35.507] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_69$measured_real_power dropped
[2025-06-09 20:16:35.507] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_70$measured_real_power dropped
[2025-06-09 20:16:35.507] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_71$measured_real_power dropped
[2025-06-09 20:16:35.508] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_73$measured_real_power dropped
[2025-06-09 20:16:35.508] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_74$measured_real_power dropped
[2025-06-09 20:16:35.508] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_75$measured_real_power dropped
[2025-06-09 20:16:35.508] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_76$measured_real_power dropped
[2025-06-09 20:16:35.508] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_761$measured_real_power dropped
[2025-06-09 20:16:35.508] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_77$measured_real_power dropped
[2025-06-09 20:16:35.508] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_79$measured_real_power dropped
[2025-06-09 20:16:35.509] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_80$measured_real_power dropped
[2025-06-09 20:16:35.509] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_82$measured_real_power dropped
[2025-06-09 20:16:35.509] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_83$measured_real_power dropped
[2025-06-09 20:16:35.509] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_84$measured_real_power dropped
[2025-06-09 20:16:35.509] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_85$measured_real_power dropped
[2025-06-09 20:16:35.509] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_86$measured_real_power dropped
[2025-06-09 20:16:35.509] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_87$measured_real_power dropped
[2025-06-09 20:16:35.510] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_88$measured_real_power dropped
[2025-06-09 20:16:35.510] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_90$measured_real_power dropped
[2025-06-09 20:16:35.510] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_92$measured_real_power dropped
[2025-06-09 20:16:35.510] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_94$measured_real_power dropped
[2025-06-09 20:16:35.510] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_95$measured_real_power dropped
[2025-06-09 20:16:35.510] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_96$measured_real_power dropped
[2025-06-09 20:16:35.510] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_98$measured_real_power dropped
[2025-06-09 20:16:35.511] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_99$measured_real_power dropped
[2025-06-09 20:16:35.511] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_100$measured_real_power dropped
[2025-06-09 20:16:35.511] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_102$measured_real_power dropped
[2025-06-09 20:16:35.511] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_103$measured_real_power dropped
[2025-06-09 20:16:35.511] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_104$measured_real_power dropped
[2025-06-09 20:16:35.511] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_106$measured_real_power dropped
[2025-06-09 20:16:35.511] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_107$measured_real_power dropped
[2025-06-09 20:16:35.512] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_109$measured_real_power dropped
[2025-06-09 20:16:35.512] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_111$measured_real_power dropped
[2025-06-09 20:16:35.512] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_112$measured_real_power dropped
[2025-06-09 20:16:35.512] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_113$measured_real_power dropped
[2025-06-09 20:16:35.512] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_114$measured_real_power dropped
[2025-06-09 20:16:35.512] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_150$measured_real_power dropped
[2025-06-09 20:16:35.512] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen1$power_out_A dropped
[2025-06-09 20:16:35.513] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen1$power_out_B dropped
[2025-06-09 20:16:35.513] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen1$power_out_C dropped
[2025-06-09 20:16:35.513] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen2$power_out_A dropped
[2025-06-09 20:16:35.513] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen2$power_out_B dropped
[2025-06-09 20:16:35.513] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen2$power_out_C dropped
[2025-06-09 20:16:35.513] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen3$power_out_A dropped
[2025-06-09 20:16:35.514] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen3$power_out_B dropped
[2025-06-09 20:16:35.514] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen3$power_out_C dropped
[2025-06-09 20:16:35.514] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen4$power_out_A dropped
[2025-06-09 20:16:35.514] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen4$power_out_B dropped
[2025-06-09 20:16:35.514] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_gen4$power_out_C dropped
[2025-06-09 20:16:35.514] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv1$power_A dropped
[2025-06-09 20:16:35.514] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv1$power_B dropped
[2025-06-09 20:16:35.515] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv1$power_C dropped
[2025-06-09 20:16:35.515] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv2$power_A dropped
[2025-06-09 20:16:35.515] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv2$power_B dropped
[2025-06-09 20:16:35.515] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv2$power_C dropped
[2025-06-09 20:16:35.515] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv3$power_A dropped
[2025-06-09 20:16:35.515] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv3$power_B dropped
[2025-06-09 20:16:35.515] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv3$power_C dropped
[2025-06-09 20:16:35.516] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv4$power_A dropped
[2025-06-09 20:16:35.516] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv4$power_B dropped
[2025-06-09 20:16:35.516] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv4$power_C dropped
[2025-06-09 20:16:35.516] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv5$power_A dropped
[2025-06-09 20:16:35.516] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv5$power_B dropped
[2025-06-09 20:16:35.516] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv5$power_C dropped
[2025-06-09 20:16:35.516] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv6$power_A dropped
[2025-06-09 20:16:35.517] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv6$power_B dropped
[2025-06-09 20:16:35.517] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_inv6$power_C dropped
[2025-06-09 20:16:35.517] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_300$measured_real_power dropped
[2025-06-09 20:16:35.639] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_1$measured_real_power dropped
[2025-06-09 20:16:35.639] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_2$measured_real_power dropped
[2025-06-09 20:16:35.640] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_4$measured_real_power dropped
[2025-06-09 20:16:35.640] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_5$measured_real_power dropped
[2025-06-09 20:16:35.640] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_6$measured_real_power dropped
[2025-06-09 20:16:35.640] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_7$measured_real_power dropped
[2025-06-09 20:16:35.641] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_9$measured_real_power dropped
[2025-06-09 20:16:35.641] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_10$measured_real_power dropped
[2025-06-09 20:16:35.641] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_11$measured_real_power dropped
[2025-06-09 20:16:35.641] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_12$measured_real_power dropped
[2025-06-09 20:16:35.642] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_16$measured_real_power dropped
[2025-06-09 20:16:35.642] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_17$measured_real_power dropped
[2025-06-09 20:16:35.642] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_19$measured_real_power dropped
[2025-06-09 20:16:35.643] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_20$measured_real_power dropped
[2025-06-09 20:16:35.643] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_22$measured_real_power dropped
[2025-06-09 20:16:35.643] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_24$measured_real_power dropped
[2025-06-09 20:16:35.643] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_28$measured_real_power dropped
[2025-06-09 20:16:35.644] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_29$measured_real_power dropped
[2025-06-09 20:16:35.644] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_30$measured_real_power dropped
[2025-06-09 20:16:35.644] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_31$measured_real_power dropped
[2025-06-09 20:16:35.645] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_32$measured_real_power dropped
[2025-06-09 20:16:35.645] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_33$measured_real_power dropped
[2025-06-09 20:16:35.645] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_34$measured_real_power dropped
[2025-06-09 20:16:35.646] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_35$measured_real_power dropped
[2025-06-09 20:16:35.646] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_37$measured_real_power dropped
[2025-06-09 20:16:35.646] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_39$measured_real_power dropped
[2025-06-09 20:16:35.647] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_41$measured_real_power dropped
[2025-06-09 20:16:35.647] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_42$measured_real_power dropped
[2025-06-09 20:16:35.647] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_43$measured_real_power dropped
[2025-06-09 20:16:35.647] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_45$measured_real_power dropped
[2025-06-09 20:16:35.648] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_46$measured_real_power dropped
[2025-06-09 20:16:35.648] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_47$measured_real_power dropped
[2025-06-09 20:16:35.648] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_48$measured_real_power dropped
[2025-06-09 20:16:35.649] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_49$measured_real_power dropped
[2025-06-09 20:16:35.649] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_50$measured_real_power dropped
[2025-06-09 20:16:35.649] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_51$measured_real_power dropped
[2025-06-09 20:16:35.649] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_52$measured_real_power dropped
[2025-06-09 20:16:35.650] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_53$measured_real_power dropped
[2025-06-09 20:16:35.650] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_55$measured_real_power dropped
[2025-06-09 20:16:35.650] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_56$measured_real_power dropped
[2025-06-09 20:16:35.650] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_58$measured_real_power dropped
[2025-06-09 20:16:35.651] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_59$measured_real_power dropped
[2025-06-09 20:16:35.651] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_60$measured_real_power dropped
[2025-06-09 20:16:35.651] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_62$measured_real_power dropped
[2025-06-09 20:16:35.651] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_63$measured_real_power dropped
[2025-06-09 20:16:35.651] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_64$measured_real_power dropped
[2025-06-09 20:16:35.651] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_65$measured_real_power dropped
[2025-06-09 20:16:35.652] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_66$measured_real_power dropped
[2025-06-09 20:16:35.652] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_68$measured_real_power dropped
[2025-06-09 20:16:35.652] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_69$measured_real_power dropped
[2025-06-09 20:16:35.652] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_70$measured_real_power dropped
[2025-06-09 20:16:35.652] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_71$measured_real_power dropped
[2025-06-09 20:16:35.652] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_73$measured_real_power dropped
[2025-06-09 20:16:35.652] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_74$measured_real_power dropped
[2025-06-09 20:16:35.652] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_75$measured_real_power dropped
[2025-06-09 20:16:35.652] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_76$measured_real_power dropped
[2025-06-09 20:16:35.652] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_761$measured_real_power dropped
[2025-06-09 20:16:35.653] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_77$measured_real_power dropped
[2025-06-09 20:16:35.653] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_79$measured_real_power dropped
[2025-06-09 20:16:35.653] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_80$measured_real_power dropped
[2025-06-09 20:16:35.653] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_82$measured_real_power dropped
[2025-06-09 20:16:35.653] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_83$measured_real_power dropped
[2025-06-09 20:16:35.653] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_84$measured_real_power dropped
[2025-06-09 20:16:35.653] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_85$measured_real_power dropped
[2025-06-09 20:16:35.654] [console] [warning] GLD (131072) (0)::CC/Monitor is not a known endpoint, message from GLD/mg1_meter_86$measured_real_power dropped
